entry_time,exit_time,stance,entry_spot,exit_spot,strike_long,strike_short1,strike_short2,net_pnl_pts,net_pnl_rs,cum_pnl,peak,drawdown
2025-11-11 09:20,2025-11-18 15:20,PUT_CALENDAR,25526.6,25897.7,25250,25400,24950,221.69458965806098,14410.148327773964,44483.36967181514,44483.36967181514,0.0
2025-11-20 09:20,2025-11-27 15:20,PUT_CALENDAR,26099.95,26226.2,25800,25950,25500,397.94264742699124,25866.272082754433,44881.31231924213,44881.31231924213,0.0
2025-12-02 09:20,2025-12-09 15:20,PUT_CALENDAR,26146.45,25840.15,25850,26000,25550,715.1179313647754,46482.6655387104,45596.43025060691,45596.43025060691,0.0
2025-12-11 09:20,2025-12-18 15:20,PUT_CALENDAR,25774.75,25818.85,25450,25600,25150,435.82795893779985,28328.81733095699,46032.25820954471,46032.25820954471,0.0
2025-12-23 09:20,2025-12-31 15:20,PUT_CALENDAR,26165.0,26123.5,25850,26000,25550,540.4489013034618,35129.178584725014,46572.70711084817,46572.70711084817,0.0
2026-01-01 09:20,2026-01-08 15:20,PUT_CALENDAR,26163.95,25877.75,25850,26000,25550,702.5749557608979,45667.37212445836,47275.28206660907,47275.28206660907,0.0
2026-01-13 09:20,2026-01-21 15:20,PUT_CALENDAR,25822.35,25154.25,25500,25650,25200,850.2077313746086,55263.50253934956,48125.48979798368,48125.48979798368,0.0
2026-01-22 09:20,2026-01-30 15:20,PUT_CALENDAR,25329.3,25326.3,25050,25200,24750,509.3390868570059,33107.04064570538,48634.82888484069,48634.82888484069,0.0
2026-02-03 09:20,2026-02-10 15:20,PUT_CALENDAR,25852.25,25916.1,25550,25700,25250,441.6983533651546,28710.39296873505,49076.52723820585,49076.52723820585,0.0
2026-02-12 09:20,2026-02-19 15:20,PUT_CALENDAR,25853.8,25401.65,25550,25700,25250,765.9839313706398,49788.955539091585,49842.511169576486,49842.511169576486,0.0
2026-02-24 09:20,2026-03-04 15:20,PUT_CALENDAR,25571.75,24458.0,25250,25400,24950,874.3077864474544,56830.00611908454,50716.81895602394,50716.81895602394,0.0
2026-03-05 09:20,2026-03-12 15:20,PUT_CALENDAR,24571.8,23643.0,24250,24400,23950,804.7163053578552,52306.559848260586,51521.535261381796,51521.535261381796,0.0
2026-03-17 09:20,2026-03-24 15:20,PUT_CALENDAR,23380.5,22930.5,23100,23250,22800,688.5100350024222,44753.152275157445,52210.04529638422,52210.04529638422,0.0
2026-04-02 09:20,2026-04-10 15:20,PUT_CALENDAR,22229.2,24057.6,21950,22100,21650,-97.02219499086777,-6306.442674406406,52113.02310139335,52210.04529638422,-97.02219499086641
2026-04-16 09:20,2026-04-23 15:20,PUT_CALENDAR,24388.0,24170.55,24100,24250,23800,625.6063401190077,40664.412107735494,52738.629441512356,52738.629441512356,0.0
2026-04-28 09:20,2026-05-06 15:20,PUT_CALENDAR,24098.25,24321.7,23800,23950,23500,260.97507586908796,16963.379931490716,52999.60451738144,52999.60451738144,0.0
2026-05-07 09:20,2026-05-14 15:20,PUT_CALENDAR,24317.9,23681.6,24000,24150,23700,804.6024010133369,52299.156065866904,53804.206918394775,53804.206918394775,0.0
2026-05-19 09:20,2026-05-26 15:20,PUT_CALENDAR,23734.35,23912.85,23450,23600,23150,292.675676222103,19023.918954436696,54096.88259461688,54096.88259461688,0.0
2026-06-02 09:20,2026-06-09 15:20,PUT_CALENDAR,23287.1,23233.1,23000,23150,22700,480.24567347238644,31215.968775705118,54577.12826808927,54577.12826808927,0.0
2026-06-11 09:20,2026-06-18 15:20,PUT_CALENDAR,23126.9,24177.8,22850,23000,22550,-51.686777643029245,-3359.6405467969007,54525.44149044624,54577.12826808927,-51.68677764302993
2026-06-23 09:20,2026-07-01 15:20,PUT_CALENDAR,24090.6,23995.15,23800,23950,23500,548.8796401212403,35677.17660788062,55074.32113056748,55074.32113056748,0.0
2026-07-02 09:20,2026-07-09 15:20,PUT_CALENDAR,24105.9,23961.1,23800,23950,23500,586.4703464488939,38120.5725191781,55660.79147701637,55660.79147701637,0.0
2026-07-14 09:20,2026-07-21 15:20,PUT_CALENDAR,24121.4,24186.75,23800,23950,23500,364.7350544139981,23707.77853690988,56025.52653143037,56025.52653143037,0.0
